Generaci√≥n,Mejor Fitness,Fitness Promedio,Diversidad,Peor Fitness,CPU (%),Memoria (%),Tiempo (s),Goles Favor,Goles Contra
37,38.00,36.55,17.08,32.00,59.53,99.19,56.54,0,28
38,38.00,36.50,16.59,29.00,62.94,98.99,57.61,0,28
39,38.00,36.85,15.86,32.00,53.09,99.25,58.96,0,28
40,38.00,36.60,16.19,32.00,56.68,99.23,60.04,0,28
41,38.00,36.80,16.76,32.00,51.34,99.21,61.35,0,28
42,38.00,36.70,16.89,32.00,56.30,98.98,62.68,0,28
43,41.00,36.50,16.91,32.00,50.88,99.19,63.96,0,26
44,41.00,36.90,16.42,32.00,49.80,99.26,65.20,0,26
45,41.00,37.45,16.53,32.00,49.65,99.21,66.45,0,26
46,41.00,37.30,15.61,32.00,62.54,99.00,67.58,0,26
47,41.00,38.30,15.37,32.00,54.30,99.16,68.96,0,26
48,41.00,38.50,14.94,32.00,52.06,99.29,70.26,0,26
49,41.00,37.70,16.53,32.00,53.76,99.15,71.57,0,26
50,41.00,38.85,16.76,32.00,56.49,98.99,72.95,0,26
51,41.00,39.10,16.75,32.00,50.77,99.16,74.25,0,26
52,41.00,37.90,17.89,32.00,51.31,99.15,75.54,0,26
53,41.00,38.35,16.90,32.00,51.26,99.18,76.83,0,26
54,41.00,38.85,17.33,32.00,55.11,98.97,78.21,0,26
55,41.00,38.65,16.44,32.00,51.59,99.17,79.51,0,26
56,41.00,40.00,15.91,32.00,50.64,99.24,80.79,0,26
57,41.00,38.35,16.30,32.00,57.08,99.23,81.93,0,26
58,41.00,37.80,16.85,30.50,65.00,99.20,83.59,0,26
59,41.00,39.00,15.57,32.00,61.04,99.23,84.55,0,26
60,41.00,39.20,15.50,32.00,53.67,99.16,85.92,0,26
61,41.00,38.90,16.10,30.50,59.87,99.12,87.07,0,26
62,41.00,38.00,15.80,32.00,63.85,98.98,88.30,0,26
63,41.00,38.20,16.86,32.00,52.99,99.21,89.66,0,26
64,41.00,38.05,16.76,32.00,51.69,99.28,90.95,0,26
65,41.00,37.45,17.41,32.00,54.50,99.28,92.29,0,26
66,41.00,39.20,15.99,32.00,52.73,98.82,93.60,0,26
67,41.00,38.00,16.92,32.00,51.20,99.06,94.85,0,26
68,41.00,38.45,14.93,32.00,50.92,99.22,96.14,0,26
69,41.00,38.35,14.43,32.00,51.95,99.03,97.46,0,26
70,41.00,38.05,14.99,32.00,58.05,99.21,98.63,0,26
71,41.00,38.70,14.48,32.00,50.71,99.31,99.95,0,26
72,41.00,38.30,15.14,32.00,49.71,99.31,101.24,0,26
73,41.00,38.55,15.67,32.00,53.41,99.14,102.55,0,26
74,41.00,39.10,14.77,32.00,52.52,99.28,103.87,0,26
75,41.00,38.50,15.25,32.00,51.07,99.23,105.16,0,26
76,41.00,39.50,14.82,32.00,59.56,99.20,106.13,0,26
77,41.00,39.45,15.89,30.50,58.99,99.15,107.55,0,26
78,41.00,39.85,16.28,32.00,58.48,99.20,108.72,0,26
79,41.00,39.15,16.76,32.00,52.26,99.28,110.05,0,26
80,41.00,39.45,16.50,32.00,51.54,99.29,111.35,0,26
81,41.00,40.20,15.21,32.00,54.15,99.15,112.70,0,26
82,41.00,39.85,15.65,32.00,54.75,99.22,114.02,0,26
83,41.00,39.20,16.80,32.00,61.82,99.13,115.03,0,26
84,41.00,39.35,16.96,32.00,63.31,98.86,116.52,0,26
85,41.00,38.80,17.17,32.00,74.74,98.74,117.95,0,26
86,41.00,38.80,16.70,32.00,57.18,98.85,119.34,0,26
87,41.00,39.10,16.59,32.00,51.10,98.82,120.59,0,26
88,41.00,38.55,17.05,32.00,51.01,98.87,121.90,0,26
89,41.00,38.90,17.15,30.50,54.25,98.68,123.24,0,26
90,41.00,37.70,17.65,32.00,52.81,98.86,124.58,0,26
91,41.00,37.85,18.07,32.00,51.14,98.92,125.90,0,26
92,41.00,39.50,15.93,32.00,52.98,98.94,127.19,0,26
93,41.00,38.60,16.65,32.00,55.26,98.92,128.58,0,26
94,41.00,39.90,16.19,32.00,59.92,99.05,129.55,0,26
95,41.00,38.15,17.36,29.00,54.16,99.29,130.93,0,26
96,41.00,38.10,16.34,32.00,61.38,99.27,131.92,0,26
97,41.00,38.55,16.96,32.00,54.73,98.95,133.36,0,26
98,41.00,40.00,16.01,32.00,51.58,99.22,134.67,0,26
99,41.00,39.20,15.71,32.00,51.16,99.28,135.96,0,26
100,41.00,37.35,17.83,32.00,52.80,99.22,137.30,0,26
101,41.00,37.50,16.14,32.00,50.86,99.04,138.62,0,26
102,41.00,38.50,15.40,32.00,50.77,99.19,139.92,0,26
103,41.00,38.75,15.55,30.50,55.00,99.18,141.05,0,26
104,41.00,39.40,15.45,32.00,55.38,98.95,142.42,0,26
105,41.00,39.10,16.11,32.00,52.21,99.13,143.75,0,26
106,41.00,38.60,16.80,32.00,67.53,99.24,145.24,0,26
107,41.00,38.85,17.35,30.50,80.90,99.15,146.86,0,26
108,41.00,38.55,16.51,30.50,69.10,99.19,148.53,0,26
109,41.00,39.20,15.30,32.00,68.41,99.25,150.21,0,26
110,41.00,38.20,16.84,32.00,63.16,99.25,151.72,0,26
111,41.00,38.70,16.05,32.00,79.95,99.19,153.10,0,26
112,41.00,37.60,16.83,30.50,80.48,99.23,154.92,0,26
113,41.00,39.10,16.74,32.00,61.05,99.28,156.49,0,26
114,41.00,39.00,17.20,32.00,59.84,99.03,158.01,0,26
115,41.00,38.60,16.98,32.00,63.86,99.14,159.56,0,26
116,41.00,38.70,14.06,30.50,82.84,99.21,161.43,0,26
117,42.50,37.95,12.13,32.00,76.64,99.24,163.48,0,25
118,42.50,38.30,11.75,32.00,65.20,99.09,164.56,0,25
119,42.50,39.30,10.81,32.00,67.07,99.21,166.21,0,25
120,42.50,39.70,8.55,30.50,69.02,98.96,167.58,0,25
121,42.50,39.60,8.92,32.00,67.24,98.98,168.67,0,25
122,42.50,38.90,9.49,30.50,71.23,98.89,170.21,0,25
123,42.50,39.60,11.11,32.00,60.83,98.98,171.74,0,25
124,42.50,39.90,10.26,32.00,65.87,98.96,173.31,0,25
125,42.50,39.45,8.77,32.00,59.93,99.22,174.80,0,25
126,42.50,39.40,11.09,32.00,73.40,99.19,176.45,0,25
127,42.50,40.35,10.99,32.00,79.75,99.23,177.97,0,25
128,42.50,39.60,12.94,32.00,86.40,99.17,180.61,0,25
129,42.50,41.40,9.74,32.00,65.54,99.17,182.25,0,25
130,42.50,38.90,13.01,32.00,66.82,99.20,183.90,0,25
131,42.50,39.80,10.97,32.00,77.95,99.22,185.67,0,25
132,42.50,39.75,13.12,32.00,67.18,99.18,187.30,0,25
133,42.50,39.90,13.95,32.00,78.02,99.01,188.58,0,25
134,42.50,39.50,14.90,30.50,73.00,99.10,190.08,0,25
135,42.50,38.25,16.93,32.00,71.46,99.21,191.70,0,25
136,42.50,41.10,15.02,32.00,74.82,99.08,193.49,0,25
137,42.50,40.25,15.84,32.00,75.44,99.18,195.40,0,25
138,42.50,39.00,16.27,32.00,91.46,98.80,198.39,0,25
139,42.50,38.25,17.33,32.00,72.57,99.07,200.09,0,25
140,42.50,39.75,16.29,32.00,57.18,99.15,201.54,0,25
141,42.50,39.90,16.67,29.00,74.37,99.09,203.53,0,25
142,42.50,39.85,16.04,30.50,72.49,98.98,205.13,0,25
143,42.50,37.85,16.78,30.50,65.72,98.26,206.81,0,25
144,42.50,38.55,15.43,30.50,77.18,99.14,208.66,0,25
145,42.50,40.55,15.03,32.00,67.96,99.18,210.37,0,25
146,42.50,38.95,14.82,30.50,76.96,99.14,212.16,0,25
147,42.50,40.60,14.57,32.00,92.06,99.11,214.50,0,25
148,42.50,40.50,14.25,32.00,77.11,99.14,216.27,0,25
149,42.50,40.30,14.75,32.00,71.98,99.16,217.50,0,25
150,42.50,41.60,14.29,32.00,77.25,99.26,219.55,0,25
151,42.50,41.05,13.64,32.00,70.18,99.24,221.30,0,25
152,42.50,40.60,14.72,30.50,69.03,99.10,222.97,0,25
153,42.50,38.50,15.51,32.00,78.20,99.18,224.74,0,25
154,42.50,40.20,14.53,32.00,72.42,99.22,226.48,0,25
155,42.50,40.00,15.01,32.00,70.55,98.99,228.27,0,25
156,42.50,39.00,15.35,32.00,55.45,99.26,229.70,0,25
157,42.50,38.15,16.04,30.50,79.21,99.20,231.39,0,25
158,42.50,38.60,16.17,32.00,70.21,99.14,233.21,0,25
159,42.50,39.90,14.44,29.00,69.52,99.21,234.70,0,25
160,42.50,39.55,15.57,32.00,67.30,99.24,236.14,0,25
161,42.50,40.10,15.31,32.00,75.36,98.98,238.15,0,25
162,42.50,40.65,14.39,29.00,68.65,99.22,239.88,0,25
163,42.50,38.75,15.79,32.00,73.41,99.22,241.38,0,25
164,42.50,39.50,16.17,32.00,72.29,99.27,243.32,0,25
165,42.50,39.00,17.06,32.00,68.82,99.29,245.12,0,25
166,42.50,40.40,17.06,32.00,64.23,99.21,246.20,0,25
167,42.50,37.60,17.46,32.00,71.58,99.00,247.95,0,25
168,42.50,38.75,17.66,30.50,67.66,99.27,249.68,0,25
169,42.50,39.75,17.61,30.50,78.40,99.06,251.70,0,25
170,42.50,38.25,17.31,30.50,87.60,99.25,253.96,0,25
171,42.50,39.30,17.41,32.00,76.04,99.08,255.73,0,25
172,42.50,41.20,16.13,32.00,78.41,99.25,257.55,0,25
173,42.50,39.35,16.79,32.00,78.70,99.12,259.65,0,25
174,42.50,39.75,15.15,32.00,75.61,99.22,261.44,0,25
175,42.50,38.85,16.14,30.50,69.97,99.03,263.17,0,25
176,42.50,38.30,16.31,30.50,56.99,98.92,264.66,0,25
177,42.50,39.80,15.40,32.00,63.14,99.05,266.23,0,25
178,42.50,40.35,15.89,32.00,62.64,98.89,267.78,0,25
179,42.50,40.85,16.14,30.50,79.13,98.59,270.06,0,25
180,42.50,39.80,15.90,32.00,64.75,99.05,271.63,0,25
181,42.50,40.00,16.19,32.00,65.00,98.67,273.21,0,25
182,42.50,39.90,15.85,32.00,69.51,98.51,274.36,0,25
183,42.50,40.10,16.51,32.00,64.49,98.40,276.04,0,25
184,42.50,38.50,17.33,32.00,63.57,98.04,277.61,0,25
185,42.50,38.10,17.98,32.00,61.67,97.99,279.17,0,25
186,42.50,39.35,17.06,30.50,60.23,98.28,280.69,0,25
187,42.50,40.10,17.21,32.00,55.65,98.42,282.13,0,25
188,42.50,40.40,16.70,32.00,58.21,98.51,283.62,0,25
189,42.50,38.45,16.87,32.00,59.10,99.23,285.12,0,25
190,42.50,41.05,15.80,32.00,59.83,99.19,286.64,0,25
191,42.50,39.75,18.01,32.00,62.24,98.56,288.21,0,25
192,42.50,40.05,18.57,32.00,67.41,98.90,289.79,0,25
193,42.50,40.25,17.39,32.00,67.01,98.90,291.36,0,25
194,42.50,39.50,16.37,32.00,68.90,98.38,292.89,0,25
195,42.50,38.65,17.02,32.00,62.08,97.74,294.39,0,25
196,42.50,40.10,14.18,32.00,60.46,98.16,295.90,0,25
197,42.50,40.70,15.04,32.00,59.92,98.51,297.39,0,25
198,42.50,38.45,16.53,30.50,80.24,98.58,298.75,0,25
199,42.50,39.65,14.30,32.00,63.55,98.55,300.38,0,25
200,42.50,39.70,14.10,32.00,71.47,98.96,301.70,0,25
1,35.00,32.50,19.18,32.00,62.91,98.74,305.97,0,25
2,35.00,32.95,18.97,32.00,68.99,98.91,307.15,0,25
3,35.00,33.90,18.04,32.00,64.49,98.62,308.85,0,25
4,35.00,34.40,17.33,32.00,59.08,98.50,310.35,0,25
5,35.00,34.50,16.52,32.00,62.83,98.98,311.91,0,25
6,35.00,34.35,17.80,32.00,68.19,99.12,313.50,0,25
7,35.00,34.20,18.42,32.00,56.49,99.16,314.96,0,25
8,38.00,34.70,18.45,32.00,66.85,98.74,316.09,0,25
9,38.00,35.15,18.19,32.00,70.77,99.10,317.32,0,25
10,38.00,35.30,18.67,32.00,63.88,98.67,318.96,0,25
11,38.00,36.50,17.78,32.00,59.13,98.84,320.43,0,25
12,39.50,36.25,17.65,29.00,61.91,99.00,322.02,0,25
13,39.50,36.60,17.39,32.00,60.29,98.85,323.56,0,25
14,38.00,37.05,17.15,30.50,60.53,98.55,325.02,0,25
15,38.00,35.88,17.40,0.00,64.47,98.99,326.39,0,25
16,38.00,36.60,17.35,32.00,63.88,98.71,327.92,0,25
17,42.50,36.85,16.38,32.00,68.60,99.20,329.82,0,25
18,42.50,38.40,16.07,32.00,58.55,99.28,331.32,0,25
19,42.50,38.00,16.64,32.00,83.82,99.01,333.05,0,25
20,42.50,38.25,17.32,32.00,69.38,99.15,334.76,0,25
21,42.50,40.25,16.09,32.00,66.44,99.29,336.42,0,25
22,42.50,38.65,17.21,32.00,70.50,98.59,338.12,0,25
23,42.50,37.85,17.18,23.00,82.12,99.18,340.01,0,25
24,42.50,38.80,16.49,30.50,80.98,99.09,342.24,0,25
25,42.50,40.05,16.61,32.00,72.97,99.15,344.18,0,25
26,42.50,40.60,16.86,32.00,71.51,98.63,345.94,0,25
27,42.50,40.60,16.80,32.00,61.47,99.14,347.43,0,25
28,42.50,40.00,17.28,32.00,62.62,98.63,349.00,0,25
29,42.50,39.95,17.51,32.00,58.46,98.80,350.48,0,25
30,42.50,38.20,17.91,30.50,70.64,99.20,352.28,0,25
31,42.50,39.45,17.34,32.00,82.47,98.78,354.61,0,25
32,42.50,39.95,16.97,32.00,89.28,98.62,357.72,0,25
33,42.50,40.35,17.00,29.00,79.36,97.88,359.62,0,25
34,42.50,40.75,16.58,32.00,80.18,97.89,361.48,0,25
35,42.50,40.75,17.13,30.50,86.23,97.76,363.22,0,25
36,42.50,40.95,16.69,32.00,76.93,98.39,364.83,0,25
37,42.50,40.10,17.47,32.00,81.96,98.73,366.63,0,25
38,42.50,39.35,16.96,30.50,84.62,99.04,368.41,0,25
39,42.50,39.25,16.86,29.00,87.31,98.92,370.54,0,25
40,42.50,38.60,17.16,29.00,86.97,99.04,372.11,0,25
41,42.50,38.15,17.45,30.50,79.69,98.95,373.88,0,25
42,42.50,39.15,16.82,32.00,75.60,99.20,375.66,0,25
43,42.50,41.20,15.17,32.00,81.67,99.17,377.30,0,25
44,42.50,40.50,15.68,32.00,80.19,99.14,379.18,0,25
45,42.50,39.50,16.09,32.00,78.82,99.24,381.20,0,25
46,42.50,38.95,14.40,32.00,80.39,98.88,383.08,0,25
47,42.50,39.00,15.63,32.00,81.28,99.08,384.88,0,25
48,42.50,38.75,16.07,30.50,79.41,99.06,386.70,0,25
49,42.50,40.60,13.27,32.00,75.91,99.00,388.52,0,25
50,42.50,40.10,14.61,32.00,82.39,98.53,389.88,0,25
51,42.50,40.60,14.55,32.00,75.74,99.14,391.64,0,25
52,42.50,38.40,16.41,32.00,85.93,99.27,393.92,0,25
53,42.50,39.30,14.59,32.00,76.07,98.83,395.76,0,25
54,42.50,40.00,14.71,32.00,79.78,99.05,397.58,0,25
55,42.50,40.60,14.14,32.00,87.22,97.84,399.77,0,25
56,42.50,39.00,14.08,29.00,96.16,97.89,402.87,0,25
57,42.50,40.10,15.82,32.00,93.71,98.19,406.33,0,25
58,42.50,41.50,14.37,32.00,90.15,98.65,408.07,0,25
59,42.50,39.70,16.26,32.00,84.05,98.84,409.96,0,25
60,42.50,39.65,15.83,32.00,86.39,98.10,412.08,0,25
61,42.50,41.25,15.20,30.50,88.57,97.58,414.75,0,25
62,42.50,39.25,15.92,30.50,85.84,98.03,417.07,0,25
63,42.50,39.70,16.05,32.00,89.44,97.55,419.57,0,25
64,42.50,40.60,15.24,32.00,90.27,97.61,421.66,0,25
65,42.50,39.70,15.24,32.00,84.62,97.52,423.60,0,25
66,42.50,38.95,16.13,32.00,74.84,98.22,425.54,0,25
67,42.50,39.65,16.58,32.00,87.11,98.50,428.11,0,25
68,42.50,39.50,16.21,32.00,75.53,98.62,430.13,0,25
69,42.50,40.30,14.73,32.00,76.37,99.02,432.03,0,25
70,42.50,38.75,16.76,32.00,74.80,98.87,433.89,0,25
71,42.50,39.35,16.66,32.00,77.41,98.78,435.63,0,25
72,42.50,40.00,15.50,32.00,73.72,98.83,437.53,0,25
73,42.50,39.05,16.73,32.00,80.25,98.90,439.56,0,25
74,42.50,39.45,15.62,32.00,72.90,98.76,441.38,0,25
75,42.50,40.65,14.82,32.00,82.30,98.89,442.94,0,25
76,42.50,39.20,15.91,30.50,73.59,98.75,444.80,0,25
77,42.50,39.20,16.39,29.00,79.86,98.70,446.62,0,25
78,42.50,38.70,16.38,32.00,77.37,98.84,448.59,0,25
79,42.50,40.20,15.60,32.00,81.02,99.12,450.01,0,25
80,42.50,39.45,16.90,29.00,68.25,99.01,451.49,0,25
81,42.50,40.50,17.57,32.00,77.47,98.68,453.60,0,25
82,42.50,39.65,16.86,32.00,62.71,98.76,455.20,0,25
83,42.50,40.25,15.57,32.00,63.81,98.37,456.65,0,25
84,42.50,40.25,16.03,30.50,72.03,99.17,458.10,0,25
85,42.50,39.75,16.30,32.00,64.94,99.00,459.77,0,25
86,42.50,39.15,16.88,32.00,75.59,99.25,461.79,0,25
87,42.50,39.30,16.52,32.00,72.39,99.03,463.24,0,25
88,42.50,40.85,15.24,32.00,60.85,99.23,464.78,0,25
89,42.50,40.45,15.89,30.50,63.06,99.24,466.40,0,25
90,42.50,39.30,16.65,32.00,70.02,99.09,468.18,0,25
91,42.50,41.25,13.63,32.00,62.68,99.24,469.72,0,25
92,42.50,38.45,16.69,32.00,59.82,99.23,471.24,0,25
93,42.50,38.85,16.49,32.00,68.69,99.28,472.71,0,25
94,42.50,40.70,15.97,30.50,65.05,99.17,474.10,0,25
95,42.50,40.70,14.84,32.00,63.56,99.30,475.68,0,25
96,42.50,40.90,15.03,32.00,58.37,99.20,477.14,0,25
97,42.50,38.50,16.88,32.00,63.17,99.24,478.69,0,25
98,42.50,39.40,15.01,32.00,60.53,99.24,480.19,0,25
99,42.50,40.30,14.43,30.50,65.87,99.20,481.78,0,25
100,42.50,39.50,15.41,32.00,69.78,98.99,483.48,0,25
101,42.50,39.75,15.44,32.00,65.54,98.80,485.11,0,25
102,42.50,38.95,16.76,32.00,67.65,98.63,486.86,0,25
103,42.50,38.95,16.68,32.00,65.04,98.98,488.40,0,25
104,42.50,40.95,14.40,32.00,57.45,99.13,489.87,0,25
105,42.50,40.85,14.54,32.00,65.68,99.02,491.35,0,25
106,42.50,38.15,15.85,29.00,74.33,99.05,492.80,0,25
107,42.50,40.30,16.00,32.00,70.56,98.90,494.38,0,25
108,42.50,41.15,15.85,32.00,57.00,98.86,495.80,0,25
109,42.50,39.10,16.08,32.00,63.32,98.91,497.28,0,25
110,42.50,39.80,16.54,32.00,70.19,98.56,498.83,0,25
111,42.50,39.65,16.64,32.00,68.91,98.10,500.31,0,25
112,42.50,39.75,16.50,32.00,66.67,98.10,501.41,0,25
113,42.50,40.85,16.08,32.00,62.45,97.90,502.92,0,25
114,42.50,39.05,17.19,32.00,65.26,97.94,503.98,0,25
115,42.50,40.20,16.04,32.00,65.68,99.25,505.56,0,25
116,42.50,38.90,16.71,32.00,68.08,99.18,507.16,0,25
117,42.50,38.40,17.92,32.00,67.31,98.64,508.26,0,25
118,42.50,38.30,17.73,29.00,70.61,99.17,509.52,0,25
119,42.50,38.75,16.77,32.00,60.17,99.23,511.04,0,25
120,42.50,40.50,15.37,30.50,58.24,99.00,512.41,0,25
121,42.50,39.20,17.02,32.00,59.96,98.99,513.84,0,25
122,42.50,40.05,16.19,32.00,60.00,99.22,515.07,0,25
123,42.50,39.00,16.28,32.00,65.08,99.18,516.12,0,25
124,42.50,40.25,15.93,32.00,60.85,98.81,517.62,0,25
125,42.50,38.95,17.32,32.00,59.44,99.07,519.05,0,25
126,42.50,40.00,16.52,32.00,58.38,99.09,520.49,0,25
127,42.50,39.90,17.19,32.00,57.38,98.89,521.92,0,25
128,42.50,39.65,16.32,32.00,57.41,98.99,523.32,0,25
129,42.50,40.20,15.45,32.00,64.63,99.17,524.53,0,25
130,42.50,41.40,15.28,32.00,66.43,99.12,525.60,0,25
131,42.50,39.05,17.17,32.00,60.29,99.23,527.08,0,25
132,42.50,39.60,16.58,32.00,62.12,98.93,528.55,0,25
133,42.50,39.70,15.64,32.00,58.49,98.96,530.00,0,25
134,42.50,38.70,17.05,32.00,55.88,98.83,531.43,0,25
135,42.50,38.35,17.24,30.50,57.40,98.88,532.83,0,25
136,42.50,39.40,15.49,30.50,64.07,99.21,534.36,0,25
137,42.50,40.40,16.25,32.00,81.06,99.20,536.94,0,25
138,42.50,40.00,16.72,30.50,86.00,99.09,538.94,0,25
139,42.50,39.25,16.24,29.00,79.26,99.12,540.71,0,25
140,42.50,39.35,16.19,30.50,91.51,98.58,543.81,0,25
141,42.50,38.55,17.12,29.00,87.25,98.49,546.92,0,25
142,42.50,40.35,17.31,30.50,89.91,98.83,549.37,0,25
143,42.50,39.30,17.07,30.50,93.81,98.64,551.94,0,25
144,42.50,40.20,16.43,30.50,86.47,98.06,554.03,0,25
145,42.50,39.85,15.45,32.00,81.15,98.48,556.15,0,25
146,42.50,38.40,16.70,32.00,81.25,98.85,558.57,0,25
147,42.50,37.45,17.26,30.50,90.98,99.26,561.07,0,25
148,42.50,39.45,16.44,32.00,81.94,98.88,563.21,0,25
149,42.50,38.80,17.35,32.00,72.53,99.19,564.95,0,25
150,42.50,39.85,17.21,32.00,68.85,99.09,566.56,0,25
151,42.50,39.00,17.62,30.50,69.55,99.03,568.23,0,25
152,42.50,40.10,17.78,32.00,66.56,99.17,569.77,0,25
153,42.50,38.70,18.30,30.50,80.41,99.10,571.47,0,25
154,42.50,38.25,17.94,32.00,79.43,99.05,573.36,0,25
155,42.50,39.50,18.17,32.00,70.35,99.30,575.04,0,25
156,42.50,40.10,17.69,32.00,65.87,99.14,576.66,0,25
157,42.50,39.55,16.90,32.00,75.57,99.27,577.93,0,25
158,42.50,39.60,16.17,32.00,61.88,99.25,579.53,0,25
159,42.50,40.00,16.48,32.00,67.98,99.23,580.67,0,25
160,42.50,39.40,16.83,32.00,79.79,99.16,582.58,0,25
161,42.50,40.60,15.83,32.00,62.78,99.16,584.15,0,25
162,42.50,39.40,15.42,32.00,59.96,99.22,585.37,0,25
163,42.50,39.90,14.32,32.00,60.07,99.19,586.82,0,25
164,42.50,39.15,14.31,32.00,54.70,99.29,588.19,0,25
165,42.50,40.75,12.95,32.00,51.73,99.25,589.54,0,25
166,42.50,40.80,13.11,32.00,53.82,99.27,590.90,0,25
167,42.50,40.55,13.46,32.00,51.88,99.21,592.24,0,25
168,42.50,39.80,15.16,32.00,55.13,99.19,593.63,0,25
169,42.50,39.45,15.35,32.00,53.33,99.22,594.97,0,25
170,42.50,39.25,15.80,32.00,53.56,99.29,596.34,0,25
171,42.50,38.65,16.66,32.00,51.75,99.26,597.67,0,25
172,42.50,39.95,16.99,30.50,57.42,99.20,599.05,0,25
173,42.50,39.70,16.41,32.00,50.43,99.29,600.36,0,25
174,42.50,40.45,16.57,32.00,57.82,99.24,601.52,0,25
175,42.50,41.15,16.44,32.00,62.79,99.12,602.53,0,25
176,42.50,39.35,17.42,30.50,57.40,99.27,604.00,0,25
177,42.50,39.05,17.60,32.00,56.91,99.45,605.36,0,25
178,42.50,38.20,18.12,32.00,85.14,99.22,607.03,0,25
179,42.50,39.65,17.58,30.50,78.58,99.13,608.89,0,25
180,42.50,38.95,17.93,32.00,71.63,99.04,610.49,0,25
181,42.50,40.25,16.98,29.00,73.28,99.10,612.00,0,25
182,42.50,39.85,17.64,32.00,72.04,98.94,613.70,0,25
183,42.50,39.05,18.56,32.00,87.57,99.09,615.91,0,25
184,42.50,37.85,18.69,32.00,79.95,99.26,617.88,0,25
185,42.50,39.75,17.48,32.00,93.64,98.93,620.22,0,25
186,42.50,39.90,17.98,32.00,84.70,99.10,622.45,0,25
187,42.50,39.15,17.82,29.00,80.55,98.82,624.27,0,25
188,42.50,39.70,17.71,30.50,77.92,98.93,625.89,0,25
189,42.50,39.60,17.40,32.00,84.61,98.88,627.32,0,25
190,42.50,39.10,17.38,30.50,90.56,98.82,629.03,0,25
191,42.50,40.00,17.01,32.00,81.11,98.78,630.39,0,25
192,42.50,39.90,16.28,30.50,82.59,98.69,632.36,0,25
193,42.50,40.10,15.88,32.00,94.55,98.51,634.72,0,25
194,42.50,39.50,16.51,32.00,77.50,98.63,636.06,0,25
195,42.50,39.80,16.21,32.00,79.68,98.41,638.44,0,25
196,42.50,40.35,16.44,32.00,67.39,99.08,640.05,0,25
197,42.50,39.55,16.73,32.00,83.51,98.39,642.28,0,25
198,42.50,40.05,15.55,32.00,73.51,99.04,643.96,0,25
199,42.50,39.40,15.78,32.00,66.67,99.00,645.08,0,25
200,42.50,39.40,15.93,32.00,58.74,99.05,646.58,0,25
